read,write,map,correspondences,1st_write,1st_same,1st_different,1st_same_len,1st_different_len,1st_congruency,most_congruency_write,most_congruency_same,most_congruency_different,most_congruency_same_len,most_congruency_different_len,most_congruency_congruency
yan,['1562'],㛪 㞄㡋㤿㪑㭺㷈㽢䁆䄋䅖䎨䣍䤶俺剦匎唵奄崦庵掩晻殗淹痷硽罨腌菴裺醃阉𬲼馣鹌黤𢔂𣃾𣣚𤗎𥯃𦁏𦖈𧌄𧼎𨂁𨉚𨌧𨤕𩅝𩈯𩋊𩗷,"[{'1562': {'same': ['掩', '淹', '腌', '阉', '奄', '㛪', '㤿', '㭺', '䄋', '䣍', '剦', '崦', '硽', '罨', '裺', '醃', '黤', '𢔂', '𣃾', '𤗎', '𥯃', '𦁏', '𦖈', '𩈯', '𩗷'], 'different': ['俺', '鹌', '庵', '唵', '㞄', '㡋', '㪑', '㷈', '㽢', '䁆', '䅖', '䎨', '䤶', '匎', '晻', '殗', '痷', '菴', '𬲼', '馣', '𣣚', '𧌄', '𧼎', '𨂁', '𨉚', '𨌧', '𨤕', '𩅝', '𩋊']}}]",1562,掩 淹 腌 阉 奄 㛪 㤿 㭺 䄋 䣍 剦 崦 硽 罨 裺 醃 黤 𢔂 𣃾 𤗎 𥯃 𦁏 𦖈 𩈯 𩗷,俺 鹌 庵 唵 㞄 㡋 㪑 㷈 㽢 䁆 䅖 䎨 䤶 匎 晻 殗 痷 菴 𬲼 馣 𣣚 𧌄 𧼎 𨂁 𨉚 𨌧 𨤕 𩅝 𩋊,25,29,0.46296296296296297,1562,掩 淹 腌 阉 奄 㛪 㤿 㭺 䄋 䣍 剦 崦 硽 罨 裺 醃 黤 𢔂 𣃾 𤗎 𥯃 𦁏 𦖈 𩈯 𩗷,俺 鹌 庵 唵 㞄 㡋 㪑 㷈 㽢 䁆 䅖 䎨 䤶 匎 晻 殗 痷 菴 𬲼 馣 𣣚 𧌄 𧼎 𨂁 𨉚 𨌧 𨤕 𩅝 𩋊,25,29,0.46296296296296297
yang,['1528'],㼜 㿮䇦䒋𱃵佒央姎岟怏抰映柍殃泱炴盎眏秧紻胦英𬨄𫓭雵鞅𩧫鸯𣃝𧲱𧵌𩲴𪎞𱌀𪚻,"[{'1528': {'same': ['央', '殃', '鸯', '秧', '怏', '泱', '㿮', '䒋', '佒', '姎', '岟', '抰', '柍', '炴', '眏', '紻', '胦', '𬨄', '𫓭', '雵', '鞅', '𩧫', '𣃝', '𧲱', '𧵌', '𩲴', '𱌀', '𪚻'], 'different': ['英', '映', '盎', '㼜', '䇦', '𱃵', '𪎞']}}]",1528,央 殃 鸯 秧 怏 泱 㿮 䒋 佒 姎 岟 抰 柍 炴 眏 紻 胦 𬨄 𫓭 雵 鞅 𩧫 𣃝 𧲱 𧵌 𩲴 𱌀 𪚻,英 映 盎 㼜 䇦 𱃵 𪎞,28,7,0.8,1528,央 殃 鸯 秧 怏 泱 㿮 䒋 佒 姎 岟 抰 柍 炴 眏 紻 胦 𬨄 𫓭 雵 鞅 𩧫 𣃝 𧲱 𧵌 𩲴 𱌀 𪚻,英 映 盎 㼜 䇦 𱃵 𪎞,28,7,0.8
yao,['1597'],䍃 傜媱徭摇榣猺瑶窑窰繇谣遥飖鳐鹞,"[{'1597': {'same': ['摇', '遥', '谣', '窑', '瑶', '鹞', '鳐', '傜', '媱', '徭', '榣', '猺', '窰', '繇', '飖'], 'different': ['䍃']}}]",1597,摇 遥 谣 窑 瑶 鹞 鳐 傜 媱 徭 榣 猺 窰 繇 飖,䍃,15,1,0.9375,1597,摇 遥 谣 窑 瑶 鹞 鳐 傜 媱 徭 榣 猺 窰 繇 飖,䍃,15,1,0.9375
ye,['1589'],㒒 𫩤㡤㱉㸁㸣䌜䧨业𰎑嶫彂𭠙曗檏澲𬒆邺驜鸈𠄅𫥺𡑿𢢜𣩫𤩶𤾧𥋙𥣈𫁺𮌌𧬬𧸢𨗩𬬼𬰺𩕟𩪤𩼋𪋫𪒲𪖊𪴨𮖷𮜙𮡅𱵬,"[{'1589': {'same': ['业', '𫩤', '㱉', '㸣', '䧨', '𰎑', '嶫', '曗', '澲', '𬒆', '邺', '驜', '鸈', '𠄅', '𫥺', '𢢜', '𣩫', '𬰺', '𩼋', '𪋫', '𪒲'], 'different': ['㒒', '㡤', '㸁', '䌜', '彂', '𭠙', '檏', '𡑿', '𤩶', '𤾧', '𥋙', '𥣈', '𫁺', '𮌌', '𧬬', '𧸢', '𨗩', '𬬼', '𩕟', '𩪤', '𪖊', '𪴨', '𮖷', '𮜙', '𮡅', '𱵬']}}]",1589,业 𫩤 㱉 㸣 䧨 𰎑 嶫 曗 澲 𬒆 邺 驜 鸈 𠄅 𫥺 𢢜 𣩫 𬰺 𩼋 𪋫 𪒲,㒒 㡤 㸁 䌜 彂 𭠙 檏 𡑿 𤩶 𤾧 𥋙 𥣈 𫁺 𮌌 𧬬 𧸢 𨗩 𬬼 𩕟 𩪤 𪖊 𪴨 𮖷 𮜙 𮡅 𱵬,21,26,0.44680851063829785,1589,业 𫩤 㱉 㸣 䧨 𰎑 嶫 曗 澲 𬒆 邺 驜 鸈 𠄅 𫥺 𢢜 𣩫 𬰺 𩼋 𪋫 𪒲,㒒 㡤 㸁 䌜 彂 𭠙 檏 𡑿 𤩶 𤾧 𥋙 𥣈 𫁺 𮌌 𧬬 𧸢 𨗩 𬬼 𩕟 𩪤 𪖊 𪴨 𮖷 𮜙 𮡅 𱵬,21,26,0.44680851063829785
yi,['1560'],㘁 䁺䆁䐾䕉䦴𬲳𪞝圛𰉣嬕峄怿择𭣧曎𰗛歝殬泽𰞇𠬤𰦰绎𰲵𫋷译𰼅释铎驲驿𱉟𠓋𪪴𪹀𤻂𥜃𦔥,"[{'1560': {'same': ['绎', '译', '驿', '㘁', '䦴', '𬲳', '圛', '𰉣', '峄', '怿', '𭣧', '曎', '歝', '𰞇', '𠬤', '𰼅', '𠓋', '𪹀', '𤻂', '𥜃', '𦔥'], 'different': ['释', '择', '泽', '铎', '䁺', '䆁', '䐾', '䕉', '𪞝', '嬕', '𰗛', '殬', '𰦰', '𰲵', '𫋷', '驲', '𱉟', '𪪴']}}]",1560,绎 译 驿 㘁 䦴 𬲳 圛 𰉣 峄 怿 𭣧 曎 歝 𰞇 𠬤 𰼅 𠓋 𪹀 𤻂 𥜃 𦔥,释 择 泽 铎 䁺 䆁 䐾 䕉 𪞝 嬕 𰗛 殬 𰦰 𰲵 𫋷 驲 𱉟 𪪴,21,18,0.5384615384615384,1560,绎 译 驿 㘁 䦴 𬲳 圛 𰉣 峄 怿 𭣧 曎 歝 𰞇 𠬤 𰼅 𠓋 𪹀 𤻂 𥜃 𦔥,释 择 泽 铎 䁺 䆁 䐾 䕉 𪞝 嬕 𰗛 殬 𰦰 𰲵 𫋷 驲 𱉟 𪪴,21,18,0.5384615384615384
yin,['1480'],㧢 㸶䂩䄄咽囙因姻恩栶欭氤洇烟珚秵筃𬘡胭茵裀铟鞇骃𠛭𤝱𧊭𩂥𪔗,"[{'1480': {'same': ['因', '姻', '茵', '铟', '氤', '㧢', '䄄', '囙', '栶', '洇', '秵', '筃', '𬘡', '裀', '鞇', '骃', '𧊭', '𩂥'], 'different': ['恩', '烟', '咽', '胭', '㸶', '䂩', '欭', '珚', '𠛭', '𤝱', '𪔗']}}]",1480,因 姻 茵 铟 氤 㧢 䄄 囙 栶 洇 秵 筃 𬘡 裀 鞇 骃 𧊭 𩂥,恩 烟 咽 胭 㸶 䂩 欭 珚 𠛭 𤝱 𪔗,18,11,0.6206896551724138,1480,因 姻 茵 铟 氤 㧢 䄄 囙 栶 洇 秵 筃 𬘡 裀 鞇 骃 𧊭 𩂥,恩 烟 咽 胭 㸶 䂩 欭 珚 𠛭 𤝱 𪔗,18,11,0.6206896551724138
ying,['1582'],㡕 㢍㲟䁐䊔𬢑䣐䦫䭊偀媖愥暎楧渶煐瑛碤绬英蝧锳霙韺鶧𡎘𤸡𥍼𦔃𧯀𨍞𩘑,"[{'1582': {'same': ['英', '瑛', '㡕', '㢍', '㲟', '䁐', '䊔', '𬢑', '䣐', '䦫', '䭊', '偀', '媖', '愥', '暎', '渶', '煐', '碤', '绬', '蝧', '锳', '霙', '韺', '鶧', '𡎘', '𥍼', '𦔃', '𧯀', '𨍞', '𩘑'], 'different': ['楧', '𤸡']}}]",1582,英 瑛 㡕 㢍 㲟 䁐 䊔 𬢑 䣐 䦫 䭊 偀 媖 愥 暎 渶 煐 碤 绬 蝧 锳 霙 韺 鶧 𡎘 𥍼 𦔃 𧯀 𨍞 𩘑,楧 𤸡,30,2,0.9375,1582,英 瑛 㡕 㢍 㲟 䁐 䊔 𬢑 䣐 䦫 䭊 偀 媖 愥 暎 渶 煐 碤 绬 蝧 锳 霙 韺 鶧 𡎘 𥍼 𦔃 𧯀 𨍞 𩘑,楧 𤸡,30,2,0.9375
yo,['1648A'],唷 堉,"[{'1648A': {'same': ['唷'], 'different': ['堉']}}]",1648A,唷,堉,1,1,0.5,1648A,唷,堉,1,1,0.5
yong,['1652'],㒕 㙲㻾㽫䗸噰壅拥澭甕癕罋臃蕹雍饔𠂅𠙰𡗌𢋊𢢓𢶜𤢐𥀪𦡈𦡚𧒱𧝸𧴗𩆄𩍓𩏨𬳓𪇉𪖿𬆳𬐷𬪘𬬑𭬎𲁅,"[{'1652': {'same': ['拥', '雍', '臃', '壅', '㙲', '㻾', '㽫', '䗸', '噰', '澭', '癕', '饔', '𢢓', '𧝸', '𧴗', '𩆄', '𩍓', '𬳓'], 'different': ['㒕', '甕', '罋', '蕹', '𠂅', '𠙰', '𡗌', '𢋊', '𢶜', '𤢐', '𥀪', '𦡈', '𦡚', '𧒱', '𩏨', '𪇉', '𪖿', '𬆳', '𬐷', '𬪘', '𬬑', '𭬎', '𲁅']}}]",1652,拥 雍 臃 壅 㙲 㻾 㽫 䗸 噰 澭 癕 饔 𢢓 𧝸 𧴗 𩆄 𩍓 𬳓,㒕 甕 罋 蕹 𠂅 𠙰 𡗌 𢋊 𢶜 𤢐 𥀪 𦡈 𦡚 𧒱 𩏨 𪇉 𪖿 𬆳 𬐷 𬪘 𬬑 𭬎 𲁅,18,23,0.43902439024390244,1652,拥 雍 臃 壅 㙲 㻾 㽫 䗸 噰 澭 癕 饔 𢢓 𧝸 𧴗 𩆄 𩍓 𬳓,㒕 甕 罋 蕹 𠂅 𠙰 𡗌 𢋊 𢶜 𤢐 𥀪 𦡈 𦡚 𧒱 𩏨 𪇉 𪖿 𬆳 𬐷 𬪘 𬬑 𭬎 𲁅,18,23,0.43902439024390244
you,['1511'],㕱 㚭㞃䤞优尤就忧扰沋犹疣𬘕肬蚘𰵎駀鱿𡰽𣏞𣧗𤘜𦥣𧰰𨑫𩈊𬱔,"[{'1511': {'same': ['优', '尤', '犹', '忧', '鱿', '疣', '㕱', '㚭', '沋', '肬', '𰵎', '駀', '𣏞', '𣧗', '𤘜', '𦥣', '𧰰', '𨑫', '𬱔'], 'different': ['就', '扰', '㞃', '䤞', '𬘕', '蚘', '𡰽', '𩈊']}}]",1511,优 尤 犹 忧 鱿 疣 㕱 㚭 沋 肬 𰵎 駀 𣏞 𣧗 𤘜 𦥣 𧰰 𨑫 𬱔,就 扰 㞃 䤞 𬘕 蚘 𡰽 𩈊,19,8,0.7037037037037037,1511,优 尤 犹 忧 鱿 疣 㕱 㚭 沋 肬 𰵎 駀 𣏞 𣧗 𤘜 𦥣 𧰰 𨑫 𬱔,就 扰 㞃 䤞 𬘕 蚘 𡰽 𩈊,19,8,0.7037037037037037
yu,['1611'],㓱 㡏㢏㺄㼶䃋䄖䜽䠼䤅䩱𱃞䵉俞偷偸兪匬喩喻堬媮崳嵛愈愉揄楡榆歈毹毺渝牏瑜瘉睮窬𦈕羭腧萮蝓褕觎谕貐踰输逾鄃𨱎隃𩨈𡩗𢔢𢾄𣂮𣈥𣈯𤚎𤭷𥠕𦖭𦩞𧱬𧼯𰿵𱄁𪃎𪉰𱋠𪎨𪹊𫥓𬰅𭵙𮄶,"[{'1611': {'same': ['愉', '愈', '喻', '瑜', '谕', '逾', '渝', '榆', '觎', '俞', '揄', '㺄', '㼶', '䃋', '䜽', '𱃞', '兪', '匬', '喩', '堬', '崳', '嵛', '楡', '歈', '牏', '瘉', '睮', '窬', '羭', '萮', '蝓', '褕', '貐', '踰', '𩨈', '𢔢', '𢾄', '𤚎', '𦩞', '𧱬', '𰿵', '𪃎'], 'different': ['偷', '输', '㓱', '㡏', '㢏', '䄖', '䠼', '䤅', '䩱', '䵉', '偸', '媮', '毹', '毺', '𦈕', '腧', '鄃', '𨱎', '隃', '𡩗', '𣂮', '𣈥', '𣈯', '𤭷', '𥠕', '𦖭', '𧼯', '𱄁', '𪉰', '𱋠', '𪎨', '𪹊', '𫥓', '𬰅', '𭵙', '𮄶']}}]",1611,愉 愈 喻 瑜 谕 逾 渝 榆 觎 俞 揄 㺄 㼶 䃋 䜽 𱃞 兪 匬 喩 堬 崳 嵛 楡 歈 牏 瘉 睮 窬 羭 萮 蝓 褕 貐 踰 𩨈 𢔢 𢾄 𤚎 𦩞 𧱬 𰿵 𪃎,偷 输 㓱 㡏 㢏 䄖 䠼 䤅 䩱 䵉 偸 媮 毹 毺 𦈕 腧 鄃 𨱎 隃 𡩗 𣂮 𣈥 𣈯 𤭷 𥠕 𦖭 𧼯 𱄁 𪉰 𱋠 𪎨 𪹊 𫥓 𬰅 𭵙 𮄶,42,36,0.5384615384615384,1611,愉 愈 喻 瑜 谕 逾 渝 榆 觎 俞 揄 㺄 㼶 䃋 䜽 𱃞 兪 匬 喩 堬 崳 嵛 楡 歈 牏 瘉 睮 窬 羭 萮 蝓 褕 貐 踰 𩨈 𢔢 𢾄 𤚎 𦩞 𧱬 𰿵 𪃎,偷 输 㓱 㡏 㢏 䄖 䠼 䤅 䩱 䵉 偸 媮 毹 毺 𦈕 腧 鄃 𨱎 隃 𡩗 𣂮 𣈥 𣈯 𤭷 𥠕 𦖭 𧼯 𱄁 𪉰 𱋠 𪎨 𪹊 𫥓 𬰅 𭵙 𮄶,42,36,0.5384615384615384
yuan,['1629'],㟲 㟶㥳㷧㹉䝠䴨傆原厵塬嫄愿榞源獂𰬲羱蒝螈𰵺豲邍𫘪𠪥𠺿𧏐𧔞𨝂𨪛𨻣𩖒𪄁𪮢𪼆𫖸𬇒𬈛𭛔𮂋𰆬𰍏𲀻,"[{'1629': {'same': ['原', '愿', '源', '螈', '㟶', '㥳', '㹉', '傆', '厵', '塬', '嫄', '榞', '獂', '羱', '蒝', '𰵺', '邍', '𫘪', '𧔞', '𨻣', '𪄁', '𫖸'], 'different': ['㟲', '㷧', '䝠', '䴨', '𰬲', '豲', '𠪥', '𠺿', '𧏐', '𨝂', '𨪛', '𩖒', '𪮢', '𪼆', '𬇒', '𬈛', '𭛔', '𮂋', '𰆬', '𰍏', '𲀻']}}]",1629,原 愿 源 螈 㟶 㥳 㹉 傆 厵 塬 嫄 榞 獂 羱 蒝 𰵺 邍 𫘪 𧔞 𨻣 𪄁 𫖸,㟲 㷧 䝠 䴨 𰬲 豲 𠪥 𠺿 𧏐 𨝂 𨪛 𩖒 𪮢 𪼆 𬇒 𬈛 𭛔 𮂋 𰆬 𰍏 𲀻,22,21,0.5116279069767442,1629,原 愿 源 螈 㟶 㥳 㹉 傆 厵 塬 嫄 榞 獂 羱 蒝 𰵺 邍 𫘪 𧔞 𨻣 𪄁 𫖸,㟲 㷧 䝠 䴨 𰬲 豲 𠪥 𠺿 𧏐 𨝂 𨪛 𩖒 𪮢 𪼆 𬇒 𬈛 𭛔 𮂋 𰆬 𰍏 𲀻,22,21,0.5116279069767442
yue,['1637'],㞽 𬘙䎀䟠𬱸怴戉泧狘眓越钺魆𠇘𡛟𣐋𣧡𥩡𨒋𩎙𩿠,"[{'1637': {'same': ['越', '𬘙', '䟠', '戉', '钺', '𡛟', '𣐋', '𥩡', '𨒋', '𩎙', '𩿠'], 'different': ['㞽', '䎀', '𬱸', '怴', '泧', '狘', '眓', '魆', '𠇘', '𣧡']}}]",1637,越 𬘙 䟠 戉 钺 𡛟 𣐋 𥩡 𨒋 𩎙 𩿠,㞽 䎀 𬱸 怴 泧 狘 眓 魆 𠇘 𣧡,11,10,0.5238095238095238,1637,越 𬘙 䟠 戉 钺 𡛟 𣐋 𥩡 𨒋 𩎙 𩿠,㞽 䎀 𬱸 怴 泧 狘 眓 魆 𠇘 𣧡,11,10,0.5238095238095238
yun,['1628'],㛣 䁚𬁽䚋䠝𫖲傊勋员圆埙愪损殒涢𤈶𬒍筼𰬚蒷郧陨𫕥韵𫛫𤶧𦫮𧶊𪏚,"[{'1628': {'same': ['韵', '陨', '殒', '㛣', '䚋', '傊', '愪', '涢', '𤈶', '𬒍', '筼', '𰬚', '蒷', '郧', '𫕥', '𤶧', '𧶊', '𪏚'], 'different': ['员', '损', '圆', '勋', '䁚', '𬁽', '䠝', '𫖲', '埙', '𫛫', '𦫮']}}]",1628,韵 陨 殒 㛣 䚋 傊 愪 涢 𤈶 𬒍 筼 𰬚 蒷 郧 𫕥 𤶧 𧶊 𪏚,员 损 圆 勋 䁚 𬁽 䠝 𫖲 埙 𫛫 𦫮,18,11,0.6206896551724138,1628,韵 陨 殒 㛣 䚋 傊 愪 涢 𤈶 𬒍 筼 𰬚 蒷 郧 𫕥 𤶧 𧶊 𪏚,员 损 圆 勋 䁚 𬁽 䠝 𫖲 埙 𫛫 𦫮,18,11,0.6206896551724138
za,['37'],㧜 匝咂砸箍𫓬,"[{'37': {'same': ['砸', '咂', '匝', '𫓬'], 'different': ['箍', '㧜']}}]",37,砸 咂 匝 𫓬,箍 㧜,4,2,0.6666666666666666,37,砸 咂 匝 𫓬,箍 㧜,4,2,0.6666666666666666
zai,['241'],㱰 䮨宰滓𰬴𣪮𤌊,"[{'241': {'same': ['宰', '㱰', '䮨', '𰬴', '𣪮', '𤌊'], 'different': ['滓']}}]",241,宰 㱰 䮨 𰬴 𣪮 𤌊,滓,6,1,0.8571428571428571,241,宰 㱰 䮨 𰬴 𣪮 𤌊,滓,6,1,0.8571428571428571
zan,['28'],𰃆 𰉄攒𪴙瓒缵臜𬤮賛赞趱酂鉆钻𰿆,"[{'28': {'same': ['赞', '攒', '𰃆', '瓒', '𬤮', '賛', '趱', '酂'], 'different': ['钻', '𰉄', '𪴙', '缵', '臜', '鉆', '𰿆']}}]",28,赞 攒 𰃆 瓒 𬤮 賛 趱 酂,钻 𰉄 𪴙 缵 臜 鉆 𰿆,8,7,0.5333333333333333,28,赞 攒 𰃆 瓒 𬤮 賛 趱 酂,钻 𰉄 𪴙 缵 臜 鉆 𰿆,8,7,0.5333333333333333
zang,['253'],塟 脏葬𦵏,"[{'253': {'same': ['脏', '葬', '塟'], 'different': ['𦵏']}}]",253,脏 葬 塟,𦵏,3,1,0.75,253,脏 葬 塟,𦵏,3,1,0.75
zao,['230'],喿 噪懆操氉澡燥璪缲臊𬤨趮躁,"[{'230': {'same': ['澡', '躁', '噪', '燥', '喿', '璪', '𬤨', '趮'], 'different': ['操', '臊', '懆', '氉', '缲']}}]",230,澡 躁 噪 燥 喿 璪 𬤨 趮,操 臊 懆 氉 缲,8,5,0.6153846153846154,230,澡 躁 噪 燥 喿 璪 𬤨 趮,操 臊 懆 氉 缲,8,5,0.6153846153846154
ze,['16'],㣱 㥽㱴㺓䚍䟄䥊𬺉债𪟝啧𰌇帻樍歵渍𤾀瞔碛积箦绩耫蔶𫌀謮责赜蹟𱇵𣤈𤖓𤗮𤳎𤹠𥎍𥡯𥼃𦎸𦟜𦣱𰳁𨖊𨢦𨲪𩄾𩌪𫖴𪄸𪒑𫗙𫘁𭍬𭽴𮂒𮥜𮧐𰊜𱯝,"[{'16': {'same': ['责', '啧', '㣱', '㺓', '𬺉', '𰌇', '帻', '樍', '歵', '𤾀', '瞔', '箦', '蔶', '謮', '赜', '𣤈', '𤖓', '𥎍', '𥼃', '𦟜', '𨖊', '𩄾', '𩌪', '𫖴'], 'different': ['积', '债', '绩', '渍', '碛', '蹟', '㥽', '㱴', '䚍', '䟄', '䥊', '𪟝', '耫', '𫌀', '𱇵', '𤗮', '𤳎', '𤹠', '𥡯', '𦎸', '𦣱', '𰳁', '𨢦', '𨲪', '𪄸', '𪒑', '𫗙', '𫘁', '𭍬', '𭽴', '𮂒', '𮥜', '𮧐', '𰊜', '𱯝']}}]",16,责 啧 㣱 㺓 𬺉 𰌇 帻 樍 歵 𤾀 瞔 箦 蔶 謮 赜 𣤈 𤖓 𥎍 𥼃 𦟜 𨖊 𩄾 𩌪 𫖴,积 债 绩 渍 碛 蹟 㥽 㱴 䚍 䟄 䥊 𪟝 耫 𫌀 𱇵 𤗮 𤳎 𤹠 𥡯 𦎸 𦣱 𰳁 𨢦 𨲪 𪄸 𪒑 𫗙 𫘁 𭍬 𭽴 𮂒 𮥜 𮧐 𰊜 𱯝,24,35,0.4067796610169492,16,责 啧 㣱 㺓 𬺉 𰌇 帻 樍 歵 𤾀 瞔 箦 蔶 謮 赜 𣤈 𤖓 𥎍 𥼃 𦟜 𨖊 𩄾 𩌪 𫖴,积 债 绩 渍 碛 蹟 㥽 㱴 䚍 䟄 䥊 𪟝 耫 𫌀 𱇵 𤗮 𤳎 𤹠 𥡯 𦎸 𦣱 𰳁 𨢦 𨲪 𪄸 𪒑 𫗙 𫘁 𭍬 𭽴 𮂒 𮥜 𮧐 𰊜 𱯝,24,35,0.4067796610169492
zei,['20'],贼 𣛸𣿐𬝠𨆎,"[{'20': {'same': ['贼', '𬝠', '𨆎'], 'different': ['𣛸', '𣿐']}}]",20,贼 𬝠 𨆎,𣛸 𣿐,3,2,0.6,20,贼 𬝠 𨆎,𣛸 𣿐,3,2,0.6
zen,['10'],㡸 㸲𮉣䝫䟭䩆乍作厏咋妰岝岞怍怎拃昨柞泎炸痄砟祚秨窄笮胙舴苲蚱诈迮酢𬬽阼𫗢鲊𱌬𡗸𢂃𣬿𥅁𥹁𦥬𧯤𧲮𨋘𩂖𩢐𩬟𪌟,"[{'10': {'same': ['怎'], 'different': ['作', '昨', '炸', '诈', '咋', '窄', '乍', '蚱', '砟', '㡸', '㸲', '𮉣', '䝫', '䟭', '䩆', '厏', '妰', '岝', '岞', '怍', '拃', '柞', '泎', '痄', '祚', '秨', '笮', '胙', '舴', '苲', '迮', '酢', '𬬽', '阼', '𫗢', '鲊', '𱌬', '𡗸', '𢂃', '𣬿', '𥅁', '𥹁', '𦥬', '𧯤', '𧲮', '𨋘', '𩂖', '𩢐', '𩬟', '𪌟']}}]",10,怎,作 昨 炸 诈 咋 窄 乍 蚱 砟 㡸 㸲 𮉣 䝫 䟭 䩆 厏 妰 岝 岞 怍 拃 柞 泎 痄 祚 秨 笮 胙 舴 苲 迮 酢 𬬽 阼 𫗢 鲊 𱌬 𡗸 𢂃 𣬿 𥅁 𥹁 𦥬 𧯤 𧲮 𨋘 𩂖 𩢐 𩬟 𪌟,1,50,0.0196078431372549,10,怎,作 昨 炸 诈 咋 窄 乍 蚱 砟 㡸 㸲 𮉣 䝫 䟭 䩆 厏 妰 岝 岞 怍 拃 柞 泎 痄 祚 秨 笮 胙 舴 苲 迮 酢 𬬽 阼 𫗢 鲊 𱌬 𡗸 𢂃 𣬿 𥅁 𥹁 𦥬 𧯤 𧲮 𨋘 𩂖 𩢐 𩬟 𪌟,1,50,0.0196078431372549
zeng,['68'],㣒 䒏僧噌增层嶒憎曾橧甑矰缯罾赠蹭鄫,"[{'68': {'same': ['增', '赠', '憎', '甑', '缯', '橧', '矰', '罾', '鄫'], 'different': ['曾', '层', '蹭', '僧', '噌', '㣒', '䒏', '嶒']}}]",68,增 赠 憎 甑 缯 橧 矰 罾 鄫,曾 层 蹭 僧 噌 㣒 䒏 嶒,9,8,0.5294117647058824,68,增 赠 憎 甑 缯 橧 矰 罾 鄫,曾 层 蹭 僧 噌 㣒 䒏 嶒,9,8,0.5294117647058824
zha,['10'],㡸 㸲𮉣䝫䟭䩆乍作厏咋妰岝岞怍怎拃昨柞泎炸痄砟祚秨窄笮胙舴苲蚱诈迮酢𬬽阼𫗢鲊𱌬𡗸𢂃𣬿𥅁𥹁𦥬𧯤𧲮𨋘𩂖𩢐𩬟𪌟,"[{'10': {'same': ['炸', '诈', '乍', '蚱', '砟', '㡸', '厏', '拃', '柞', '痄', '苲', '鲊', '𡗸', '𥹁', '𨋘', '𩬟'], 'different': ['怎', '作', '昨', '咋', '窄', '㸲', '𮉣', '䝫', '䟭', '䩆', '妰', '岝', '岞', '怍', '泎', '祚', '秨', '笮', '胙', '舴', '迮', '酢', '𬬽', '阼', '𫗢', '𱌬', '𢂃', '𣬿', '𥅁', '𦥬', '𧯤', '𧲮', '𩂖', '𩢐', '𪌟']}}]",10,炸 诈 乍 蚱 砟 㡸 厏 拃 柞 痄 苲 鲊 𡗸 𥹁 𨋘 𩬟,怎 作 昨 咋 窄 㸲 𮉣 䝫 䟭 䩆 妰 岝 岞 怍 泎 祚 秨 笮 胙 舴 迮 酢 𬬽 阼 𫗢 𱌬 𢂃 𣬿 𥅁 𦥬 𧯤 𧲮 𩂖 𩢐 𪌟,16,35,0.3137254901960784,10,炸 诈 乍 蚱 砟 㡸 厏 拃 柞 痄 苲 鲊 𡗸 𥹁 𨋘 𩬟,怎 作 昨 咋 窄 㸲 𮉣 䝫 䟭 䩆 妰 岝 岞 怍 泎 祚 秨 笮 胙 舴 迮 酢 𬬽 阼 𫗢 𱌬 𢂃 𣬿 𥅁 𦥬 𧯤 𧲮 𩂖 𩢐 𪌟,16,35,0.3137254901960784
zhai,['16'],㣱 㥽㱴㺓䚍䟄䥊𬺉债𪟝啧𰌇帻樍歵渍𤾀瞔碛积箦绩耫蔶𫌀謮责赜蹟𱇵𣤈𤖓𤗮𤳎𤹠𥎍𥡯𥼃𦎸𦟜𦣱𰳁𨖊𨢦𨲪𩄾𩌪𫖴𪄸𪒑𫗙𫘁𭍬𭽴𮂒𮥜𮧐𰊜𱯝,"[{'16': {'same': ['债'], 'different': ['责', '积', '绩', '渍', '啧', '碛', '蹟', '㣱', '㥽', '㱴', '㺓', '䚍', '䟄', '䥊', '𬺉', '𪟝', '𰌇', '帻', '樍', '歵', '𤾀', '瞔', '箦', '耫', '蔶', '𫌀', '謮', '赜', '𱇵', '𣤈', '𤖓', '𤗮', '𤳎', '𤹠', '𥎍', '𥡯', '𥼃', '𦎸', '𦟜', '𦣱', '𰳁', '𨖊', '𨢦', '𨲪', '𩄾', '𩌪', '𫖴', '𪄸', '𪒑', '𫗙', '𫘁', '𭍬', '𭽴', '𮂒', '𮥜', '𮧐', '𰊜', '𱯝']}}]",16,债,责 积 绩 渍 啧 碛 蹟 㣱 㥽 㱴 㺓 䚍 䟄 䥊 𬺉 𪟝 𰌇 帻 樍 歵 𤾀 瞔 箦 耫 蔶 𫌀 謮 赜 𱇵 𣤈 𤖓 𤗮 𤳎 𤹠 𥎍 𥡯 𥼃 𦎸 𦟜 𦣱 𰳁 𨖊 𨢦 𨲪 𩄾 𩌪 𫖴 𪄸 𪒑 𫗙 𫘁 𭍬 𭽴 𮂒 𮥜 𮧐 𰊜 𱯝,1,58,0.01694915254237288,16,债,责 积 绩 渍 啧 碛 蹟 㣱 㥽 㱴 㺓 䚍 䟄 䥊 𬺉 𪟝 𰌇 帻 樍 歵 𤾀 瞔 箦 耫 蔶 𫌀 謮 赜 𱇵 𣤈 𤖓 𤗮 𤳎 𤹠 𥎍 𥡯 𥼃 𦎸 𦟜 𦣱 𰳁 𨖊 𨢦 𨲪 𩄾 𩌪 𫖴 𪄸 𪒑 𫗙 𫘁 𭍬 𭽴 𮂒 𮥜 𮧐 𰊜 𱯝,1,58,0.01694915254237288
